dataset_id,domain,item_key,title,q25,g3,q38,g4,valid_model_ratings,mean_score
eligible_top300_v1,movies,movies_the_dark_knight_rises,The Dark Knight Rises,75,90,95,40,4,75.0
eligible_top300_v1,movies,movies_the_lord_of_the_rings_the_two_towers,The Lord of the Rings: The Two Towers,80,85,95,75,4,83.75
eligible_top300_v1,movies,movies_django_unchained,Django Unchained,70,85,95,40,4,72.5
eligible_top300_v1,movies,movies_gladiator,Gladiator,80,90,95,90,4,88.75
eligible_top300_v1,movies,movies_the_wolf_of_wall_street,The Wolf of Wall Street,70,90,95,85,4,85.0
eligible_top300_v1,movies,movies_inglourious_basterds,Inglourious Basterds,70,75,10,30,4,46.25
eligible_top300_v1,movies,movies_the_silence_of_the_lambs,The Silence of the Lambs,70,90,90,70,4,80.0
eligible_top300_v1,movies,movies_batman_begins,Batman Begins,80,90,95,85,4,87.5
eligible_top300_v1,movies,movies_shutter_island,Shutter Island,70,85,95,70,4,80.0
eligible_top300_v1,movies,movies_saving_private_ryan,Saving Private Ryan,75,90,95,40,4,75.0
eligible_top300_v1,movies,movies_the_prestige,The Prestige,50,85,95,30,4,65.0
eligible_top300_v1,movies,movies_schindler_s_list,Schindler's List,70,85,95,70,4,80.0
eligible_top300_v1,movies,movies_star_wars_episode_iv_a_new_hope,Star Wars: Episode IV - A New Hope,85,90,95,95,4,91.25
eligible_top300_v1,movies,movies_the_green_mile,The Green Mile,70,85,95,70,4,80.0
eligible_top300_v1,movies,movies_the_avengers,The Avengers,85,90,95,90,4,90.0
eligible_top300_v1,movies,movies_the_departed,The Departed,50,85,90,20,4,61.25
eligible_top300_v1,movies,movies_star_wars_episode_v_the_empire_strikes_back,Star Wars: Episode V - The Empire Strikes Back,85,85,95,90,4,88.75
eligible_top300_v1,movies,movies_avatar,Avatar,80,90,95,85,4,87.5
eligible_top300_v1,movies,movies_the_godfather_part_ii,The Godfather Part II,70,85,95,70,4,80.0
eligible_top300_v1,movies,movies_back_to_the_future,Back to the Future,80,90,95,95,4,90.0
eligible_top300_v1,movies,movies_memento,Memento,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_titanic,Titanic,90,95,100,100,4,96.25
eligible_top300_v1,movies,movies_goodfellas,GoodFellas,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_avengers_infinity_war,Avengers: Infinity War,85,85,95,85,4,87.5
eligible_top300_v1,movies,movies_the_truman_show,The Truman Show,70,85,95,70,4,80.0
eligible_top300_v1,movies,movies_guardians_of_the_galaxy,Guardians of the Galaxy,80,85,95,75,4,83.75
eligible_top300_v1,movies,movies_leon_the_professional,Léon: The Professional,70,85,95,40,4,72.5
eligible_top300_v1,movies,movies_pirates_of_the_caribbean_the_curse_of_the_black_pearl,Pirates of the Caribbean: The Curse of the Black Pearl,85,85,95,85,4,87.5
eligible_top300_v1,movies,movies_walle,WALL·E,80,95,95,100,4,92.5
eligible_top300_v1,movies,movies_kill_bill_vol_1,Kill Bill: Vol. 1,70,85,95,85,4,83.75
eligible_top300_v1,movies,movies_terminator_2_judgment_day,Terminator 2: Judgment Day,80,90,95,85,4,87.5
eligible_top300_v1,movies,movies_american_beauty,American Beauty,70,85,95,30,4,70.0
eligible_top300_v1,movies,movies_american_history_x,American History X,50,85,90,30,4,63.75
eligible_top300_v1,movies,movies_the_lion_king,The Lion King,90,95,100,100,4,96.25
eligible_top300_v1,movies,movies_deadpool,Deadpool,80,90,95,95,4,90.0
eligible_top300_v1,movies,movies_catch_me_if_you_can,Catch Me If You Can,60,85,95,40,4,70.0
eligible_top300_v1,movies,movies_v_for_vendetta,V for Vendetta,80,90,95,100,4,91.25
eligible_top300_v1,movies,movies_up,Up,80,95,95,100,4,92.5
eligible_top300_v1,movies,movies_the_usual_suspects,The Usual Suspects,50,85,90,20,4,61.25
eligible_top300_v1,movies,movies_the_shining,The Shining,70,90,95,85,4,85.0
eligible_top300_v1,movies,movies_good_will_hunting,Good Will Hunting,50,85,10,20,4,41.25
eligible_top300_v1,movies,movies_finding_nemo,Finding Nemo,85,95,95,95,4,92.5
eligible_top300_v1,movies,movies_star_wars_episode_vi_return_of_the_jedi,Star Wars: Episode VI - Return of the Jedi,85,90,95,90,4,90.0
eligible_top300_v1,movies,movies_mad_max_fury_road,Mad Max: Fury Road,80,90,95,85,4,87.5
eligible_top300_v1,movies,movies_no_country_for_old_men,No Country for Old Men,50,85,90,30,4,63.75
eligible_top300_v1,movies,movies_jurassic_park,Jurassic Park,85,95,100,95,4,93.75
eligible_top300_v1,movies,movies_toy_story,Toy Story,85,95,95,90,4,91.25
eligible_top300_v1,movies,movies_eternal_sunshine_of_the_spotless_mind,Eternal Sunshine of the Spotless Mind,70,85,90,20,4,66.25
eligible_top300_v1,movies,movies_gone_girl,Gone Girl,50,85,90,30,4,63.75
eligible_top300_v1,movies,movies_reservoir_dogs,Reservoir Dogs,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_whiplash,Whiplash,70,85,95,40,4,72.5
eligible_top300_v1,movies,movies_braveheart,Braveheart,80,90,95,85,4,87.5
eligible_top300_v1,movies,movies_one_flew_over_the_cuckoo_s_nest,One Flew Over the Cuckoo's Nest,70,90,95,30,4,71.25
eligible_top300_v1,movies,movies_the_sixth_sense,The Sixth Sense,70,85,95,30,4,70.0
eligible_top300_v1,movies,movies_raiders_of_the_lost_ark,Raiders of the Lost Ark,85,90,95,90,4,90.0
eligible_top300_v1,movies,movies_the_hunger_games,The Hunger Games,70,90,95,85,4,85.0
eligible_top300_v1,movies,movies_monsters_inc,"Monsters, Inc.",80,90,95,90,4,88.75
eligible_top300_v1,movies,movies_alien,Alien,80,90,95,90,4,88.75
eligible_top300_v1,movies,movies_a_beautiful_mind,A Beautiful Mind,50,85,90,30,4,63.75
eligible_top300_v1,movies,movies_harry_potter_and_the_deathly_hallows_part_2,Harry Potter and the Deathly Hallows: Part 2,75,85,95,85,4,85.0
eligible_top300_v1,movies,movies_the_intouchables,The Intouchables,50,85,90,30,4,63.75
eligible_top300_v1,movies,movies_taxi_driver,Taxi Driver,75,90,95,85,4,86.25
eligible_top300_v1,movies,movies_die_hard,Die Hard,70,90,95,30,4,71.25
eligible_top300_v1,movies,movies_star_wars_episode_vii_the_force_awakens,Star Wars: Episode VII - The Force Awakens,85,85,95,90,4,88.75
eligible_top300_v1,movies,movies_scarface,Scarface,80,90,95,85,4,87.5
eligible_top300_v1,movies,movies_the_martian,The Martian,80,90,95,85,4,87.5
eligible_top300_v1,movies,movies_the_pianist,The Pianist,80,90,95,85,4,87.5
eligible_top300_v1,movies,movies_avengers_age_of_ultron,Avengers: Age of Ultron,80,85,95,40,4,75.0
eligible_top300_v1,movies,movies_the_terminator,The Terminator,80,90,95,90,4,88.75
eligible_top300_v1,movies,movies_12_angry_men,12 Angry Men,75,85,95,70,4,81.25
eligible_top300_v1,movies,movies_spider_man,Spider-Man,90,95,100,100,4,96.25
eligible_top300_v1,movies,movies_toy_story_3,Toy Story 3,85,90,95,70,4,85.0
eligible_top300_v1,movies,movies_captain_america_the_winter_soldier,Captain America: The Winter Soldier,80,85,95,85,4,86.25
eligible_top300_v1,movies,movies_the_grand_budapest_hotel,The Grand Budapest Hotel,75,85,95,85,4,85.0
eligible_top300_v1,movies,movies_snatch,Snatch,50,85,90,20,4,61.25
eligible_top300_v1,movies,movies_requiem_for_a_dream,Requiem for a Dream,50,75,10,30,4,41.25
eligible_top300_v1,movies,movies_captain_america_the_first_avenger,Captain America: The First Avenger,85,90,95,85,4,88.75
eligible_top300_v1,movies,movies_spirited_away,Spirited Away,70,90,95,75,4,82.5
eligible_top300_v1,movies,movies_iron_man_3,Iron Man 3,80,90,95,85,4,87.5
eligible_top300_v1,movies,movies_thor,Thor,80,95,95,95,4,91.25
eligible_top300_v1,movies,movies_harry_potter_and_the_sorcerer_s_stone,Harry Potter and the Sorcerer's Stone,80,90,95,95,4,90.0
eligible_top300_v1,movies,movies_ratatouille,Ratatouille,80,90,95,95,4,90.0
eligible_top300_v1,movies,movies_the_revenant,The Revenant,70,85,95,40,4,72.5
eligible_top300_v1,movies,movies_prisoners,Prisoners,70,85,95,30,4,70.0
eligible_top300_v1,movies,movies_iron_man_2,Iron Man 2,80,90,95,85,4,87.5
eligible_top300_v1,movies,movies_captain_america_civil_war,Captain America: Civil War,75,90,95,75,4,83.75
eligible_top300_v1,movies,movies_a_clockwork_orange,A Clockwork Orange,70,90,95,70,4,81.25
eligible_top300_v1,movies,movies_the_hangover,The Hangover,70,90,95,30,4,71.25
eligible_top300_v1,movies,movies_logan,Logan,70,90,90,20,4,67.5
eligible_top300_v1,movies,movies_star_wars_episode_i_the_phantom_menace,Star Wars: Episode I - The Phantom Menace,75,85,95,85,4,85.0
eligible_top300_v1,movies,movies_the_hobbit_an_unexpected_journey,The Hobbit: An Unexpected Journey,70,85,95,40,4,72.5
eligible_top300_v1,movies,movies_star_wars_episode_iii_revenge_of_the_sith,Star Wars: Episode III - Revenge of the Sith,80,85,95,85,4,86.25
eligible_top300_v1,movies,movies_inside_out,Inside Out,80,90,95,40,4,76.25
eligible_top300_v1,movies,movies_the_big_lebowski,The Big Lebowski,70,90,95,70,4,81.25
eligible_top300_v1,movies,movies_black_panther,Black Panther,90,95,95,95,4,93.75
eligible_top300_v1,movies,movies_300,300,70,90,95,90,4,86.25
eligible_top300_v1,movies,movies_donnie_darko,Donnie Darko,50,85,90,85,4,77.5
eligible_top300_v1,movies,movies_slumdog_millionaire,Slumdog Millionaire,70,85,90,40,4,71.25
eligible_top300_v1,movies,movies_the_incredibles,The Incredibles,80,90,95,90,4,88.75
eligible_top300_v1,movies,movies_thor_ragnarok,Thor: Ragnarok,80,90,95,85,4,87.5
eligible_top300_v1,movies,movies_how_to_train_your_dragon,How to Train Your Dragon,80,90,95,85,4,87.5
eligible_top300_v1,movies,movies_gravity,Gravity,80,90,95,40,4,76.25
eligible_top300_v1,movies,movies_the_good_the_bad_and_the_ugly,"The Good, the Bad and the Ugly",80,90,95,70,4,83.75
eligible_top300_v1,movies,movies_black_swan,Black Swan,80,90,95,85,4,87.5
eligible_top300_v1,movies,movies_doctor_strange,Doctor Strange,80,85,95,85,4,86.25
eligible_top300_v1,movies,movies_blade_runner,Blade Runner,75,85,95,70,4,81.25
eligible_top300_v1,movies,movies_i_am_legend,I Am Legend,50,85,95,40,4,67.5
eligible_top300_v1,movies,movies_the_imitation_game,The Imitation Game,50,85,90,30,4,63.75
eligible_top300_v1,movies,movies_city_of_god,City of God,70,85,95,30,4,70.0
eligible_top300_v1,movies,movies_kill_bill_vol_2,Kill Bill: Vol. 2,70,75,90,30,4,66.25
eligible_top300_v1,movies,movies_arrival,Arrival,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_man_of_steel,Man of Steel,80,90,95,70,4,83.75
eligible_top300_v1,movies,movies_indiana_jones_and_the_last_crusade,Indiana Jones and the Last Crusade,75,90,95,85,4,86.25
eligible_top300_v1,movies,movies_gran_torino,Gran Torino,70,90,90,85,4,83.75
eligible_top300_v1,movies,movies_full_metal_jacket,Full Metal Jacket,70,90,95,40,4,73.75
eligible_top300_v1,movies,movies_american_psycho,American Psycho,70,85,90,85,4,82.5
eligible_top300_v1,movies,movies_aliens,Aliens,80,90,95,70,4,83.75
eligible_top300_v1,movies,movies_amelie,Amélie,70,85,95,40,4,72.5
eligible_top300_v1,movies,movies_guardians_of_the_galaxy_vol_2,Guardians of the Galaxy: Vol. 2,75,85,95,30,4,71.25
eligible_top300_v1,movies,movies_john_wick,John Wick,70,90,95,70,4,81.25
eligible_top300_v1,movies,movies_pirates_of_the_caribbean_dead_man_s_chest,Pirates of the Caribbean: Dead Man's Chest,80,85,95,75,4,83.75
eligible_top300_v1,movies,movies_get_out,Get Out,70,90,95,30,4,71.25
eligible_top300_v1,movies,movies_star_wars_episode_ii_attack_of_the_clones,Star Wars: Episode II - Attack of the Clones,75,75,95,85,4,82.5
eligible_top300_v1,movies,movies_spider_man_homecoming,Spider-Man: Homecoming,80,90,95,90,4,88.75
eligible_top300_v1,movies,movies_the_social_network,The Social Network,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_sin_city,Sin City,80,90,95,70,4,83.75
eligible_top300_v1,movies,movies_dunkirk,Dunkirk,80,90,95,70,4,83.75
eligible_top300_v1,movies,movies_life_is_beautiful,Life Is Beautiful,50,85,90,20,4,61.25
eligible_top300_v1,movies,movies_shrek,Shrek,90,95,95,100,4,95.0
eligible_top300_v1,movies,movies_heat,Heat,70,90,95,20,4,68.75
eligible_top300_v1,movies,movies_edge_of_tomorrow,Edge of Tomorrow,50,85,90,30,4,63.75
eligible_top300_v1,movies,movies_spider_man_into_the_spider_verse,Spider-Man: Into the Spider-Verse,85,90,95,95,4,91.25
eligible_top300_v1,movies,movies_spider_man_2,Spider-Man 2,85,90,95,95,4,91.25
eligible_top300_v1,movies,movies_batman_v_superman_dawn_of_justice,Batman v Superman: Dawn of Justice,85,90,95,85,4,88.75
eligible_top300_v1,movies,movies_x_men_days_of_future_past,X-Men: Days of Future Past,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_fargo,Fargo,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_12_years_a_slave,12 Years a Slave,50,85,90,40,4,66.25
eligible_top300_v1,movies,movies_psycho,Psycho,70,90,95,85,4,85.0
eligible_top300_v1,movies,movies_world_war_z,World War Z,70,85,95,70,4,80.0
eligible_top300_v1,movies,movies_ant_man,Ant-Man,80,90,95,90,4,88.75
eligible_top300_v1,movies,movies_2001_a_space_odyssey,2001: A Space Odyssey,80,90,95,90,4,88.75
eligible_top300_v1,movies,movies_thor_the_dark_world,Thor: The Dark World,70,85,95,70,4,80.0
eligible_top300_v1,movies,movies_the_amazing_spider_man,The Amazing Spider-Man,80,90,95,95,4,90.0
eligible_top300_v1,movies,movies_kingsman_the_secret_service,Kingsman: The Secret Service,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_the_hunger_games_catching_fire,The Hunger Games: Catching Fire,70,85,95,40,4,72.5
eligible_top300_v1,movies,movies_skyfall,Skyfall,70,90,90,30,4,70.0
eligible_top300_v1,movies,movies_silver_linings_playbook,Silver Linings Playbook,50,75,15,20,4,40.0
eligible_top300_v1,movies,movies_now_you_see_me,Now You See Me,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_apocalypse_now,Apocalypse Now,70,85,95,40,4,72.5
eligible_top300_v1,movies,movies_harry_potter_and_the_prisoner_of_azkaban,Harry Potter and the Prisoner of Azkaban,70,85,95,85,4,83.75
eligible_top300_v1,movies,movies_la_la_land,La La Land,70,90,95,40,4,73.75
eligible_top300_v1,movies,movies_harry_potter_and_the_chamber_of_secrets,Harry Potter and the Chamber of Secrets,75,85,95,85,4,85.0
eligible_top300_v1,movies,movies_trainspotting,Trainspotting,70,85,95,30,4,70.0
eligible_top300_v1,movies,movies_million_dollar_baby,Million Dollar Baby,70,85,90,40,4,71.25
eligible_top300_v1,movies,movies_drive,Drive,70,85,95,30,4,70.0
eligible_top300_v1,movies,movies_x_men_first_class,X-Men: First Class,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_blade_runner_2049,Blade Runner 2049,75,85,95,70,4,81.25
eligible_top300_v1,movies,movies_suicide_squad,Suicide Squad,70,85,95,40,4,72.5
eligible_top300_v1,movies,movies_rogue_one_a_star_wars_story,Rogue One: A Star Wars Story,80,85,95,40,4,75.0
eligible_top300_v1,movies,movies_harry_potter_and_the_goblet_of_fire,Harry Potter and the Goblet of Fire,80,85,95,85,4,86.25
eligible_top300_v1,movies,movies_the_hobbit_the_desolation_of_smaug,The Hobbit: The Desolation of Smaug,75,85,95,75,4,82.5
eligible_top300_v1,movies,movies_district_9,District 9,70,85,95,30,4,70.0
eligible_top300_v1,movies,movies_deadpool_2,Deadpool 2,80,90,95,90,4,88.75
eligible_top300_v1,movies,movies_home_alone,Home Alone,70,90,95,90,4,86.25
eligible_top300_v1,movies,movies_the_curious_case_of_benjamin_button,The Curious Case of Benjamin Button,50,85,95,40,4,67.5
eligible_top300_v1,movies,movies_casino_royale,Casino Royale,70,85,95,70,4,80.0
eligible_top300_v1,movies,movies_pan_s_labyrinth,Pan's Labyrinth,80,85,95,85,4,86.25
eligible_top300_v1,movies,movies_pirates_of_the_caribbean_at_world_s_end,Pirates of the Caribbean: At World's End,75,85,95,40,4,73.75
eligible_top300_v1,movies,movies_jaws,Jaws,90,95,100,95,4,95.0
eligible_top300_v1,movies,movies_wonder_woman,Wonder Woman,85,95,95,95,4,92.5
eligible_top300_v1,movies,movies_groundhog_day,Groundhog Day,80,90,95,70,4,83.75
eligible_top300_v1,movies,movies_jurassic_world,Jurassic World,85,90,95,90,4,90.0
eligible_top300_v1,movies,movies_the_king_s_speech,The King's Speech,70,85,90,40,4,71.25
eligible_top300_v1,movies,movies_her,Her,70,85,90,10,4,63.75
eligible_top300_v1,movies,movies_oldboy,Oldboy,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_the_hateful_eight,The Hateful Eight,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_star_wars_episode_viii_the_last_jedi,Star Wars: Episode VIII - The Last Jedi,75,85,95,70,4,81.25
eligible_top300_v1,movies,movies_transformers,Transformers,85,90,95,90,4,90.0
eligible_top300_v1,movies,movies_coco,Coco,80,90,95,40,4,76.25
eligible_top300_v1,movies,movies_frozen,Frozen,80,90,95,85,4,87.5
eligible_top300_v1,movies,movies_there_will_be_blood,There Will Be Blood,50,85,95,40,4,67.5
eligible_top300_v1,movies,movies_ted,Ted,80,90,95,30,4,73.75
eligible_top300_v1,movies,movies_spider_man_3,Spider-Man 3,80,90,95,95,4,90.0
eligible_top300_v1,movies,movies_sherlock_holmes,Sherlock Holmes,80,90,95,95,4,90.0
eligible_top300_v1,movies,movies_harry_potter_and_the_order_of_the_phoenix,Harry Potter and the Order of the Phoenix,70,85,95,75,4,81.25
eligible_top300_v1,movies,movies_it,It,50,90,95,85,4,80.0
eligible_top300_v1,movies,movies_prometheus,Prometheus,70,85,95,70,4,80.0
eligible_top300_v1,movies,movies_life_of_pi,Life of Pi,70,90,95,90,4,86.25
eligible_top300_v1,movies,movies_birdman_or_the_unexpected_virtue_of_ignorance,Birdman or (The Unexpected Virtue of Ignorance),50,75,15,20,4,40.0
eligible_top300_v1,movies,movies_superbad,Superbad,70,85,90,20,4,66.25
eligible_top300_v1,movies,movies_green_book,Green Book,70,85,90,40,4,71.25
eligible_top300_v1,movies,movies_x_men,X-Men,80,85,95,85,4,86.25
eligible_top300_v1,movies,movies_the_notebook,The Notebook,70,85,95,30,4,70.0
eligible_top300_v1,movies,movies_rocky,Rocky,80,90,95,85,4,87.5
eligible_top300_v1,movies,movies_into_the_wild,Into the Wild,70,90,95,40,4,73.75
eligible_top300_v1,movies,movies_cast_away,Cast Away,70,90,95,85,4,85.0
eligible_top300_v1,movies,movies_hacksaw_ridge,Hacksaw Ridge,75,85,90,30,4,70.0
eligible_top300_v1,movies,movies_baby_driver,Baby Driver,70,90,90,40,4,72.5
eligible_top300_v1,movies,movies_the_bourne_ultimatum,The Bourne Ultimatum,70,85,15,20,4,47.5
eligible_top300_v1,movies,movies_zodiac,Zodiac,70,85,95,85,4,83.75
eligible_top300_v1,movies,movies_12_monkeys,12 Monkeys,70,85,95,70,4,80.0
eligible_top300_v1,movies,movies_toy_story_2,Toy Story 2,80,90,95,70,4,83.75
eligible_top300_v1,movies,movies_ocean_s_eleven,Ocean's Eleven,70,85,90,40,4,71.25
eligible_top300_v1,movies,movies_nightcrawler,Nightcrawler,70,85,95,40,4,72.5
eligible_top300_v1,movies,movies_taken,Taken,70,90,90,20,4,67.5
eligible_top300_v1,movies,movies_the_matrix_reloaded,The Matrix Reloaded,70,85,90,40,4,71.25
eligible_top300_v1,movies,movies_zombieland,Zombieland,80,90,95,85,4,87.5
eligible_top300_v1,movies,movies_harry_potter_and_the_deathly_hallows_part_1,Harry Potter and the Deathly Hallows: Part 1,75,75,95,85,4,82.5
eligible_top300_v1,movies,movies_argo,Argo,70,85,90,20,4,66.25
eligible_top300_v1,movies,movies_men_in_black,Men in Black,80,90,95,90,4,88.75
eligible_top300_v1,movies,movies_harry_potter_and_the_half_blood_prince,Harry Potter and the Half-Blood Prince,70,85,95,70,4,80.0
eligible_top300_v1,movies,movies_a_quiet_place,A Quiet Place,70,85,95,70,4,80.0
eligible_top300_v1,movies,movies_dead_poets_society,Dead Poets Society,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_l_a_confidential,L.A. Confidential,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_casablanca,Casablanca,80,90,95,40,4,76.25
eligible_top300_v1,movies,movies_independence_day,Independence Day,75,90,95,40,4,75.0
eligible_top300_v1,movies,movies_21_jump_street,21 Jump Street,70,85,90,20,4,66.25
eligible_top300_v1,movies,movies_limitless,Limitless,50,85,90,20,4,61.25
eligible_top300_v1,movies,movies_lock_stock_and_two_smoking_barrels,"Lock, Stock and Two Smoking Barrels",70,85,90,40,4,71.25
eligible_top300_v1,movies,movies_bohemian_rhapsody,Bohemian Rhapsody,70,85,95,30,4,70.0
eligible_top300_v1,movies,movies_the_great_gatsby,The Great Gatsby,70,90,95,40,4,73.75
eligible_top300_v1,movies,movies_zootopia,Zootopia,80,90,95,85,4,87.5
eligible_top300_v1,movies,movies_ex_machina,Ex Machina,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_troy,Troy,80,90,95,70,4,83.75
eligible_top300_v1,movies,movies_shaun_of_the_dead,Shaun of the Dead,70,90,95,85,4,85.0
eligible_top300_v1,movies,movies_star_trek,Star Trek,80,90,95,90,4,88.75
eligible_top300_v1,movies,movies_despicable_me,Despicable Me,70,85,95,85,4,83.75
eligible_top300_v1,movies,movies_looper,Looper,50,85,90,20,4,61.25
eligible_top300_v1,movies,movies_the_conjuring,The Conjuring,80,85,95,30,4,72.5
eligible_top300_v1,movies,movies_blood_diamond,Blood Diamond,70,85,95,85,4,83.75
eligible_top300_v1,movies,movies_the_pursuit_of_happyness,The Pursuit of Happyness,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_split,Split,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_back_to_the_future_part_ii,Back to the Future Part II,70,85,95,85,4,83.75
eligible_top300_v1,movies,movies_crazy_stupid_love,"Crazy, Stupid, Love.",50,85,90,20,4,61.25
eligible_top300_v1,movies,movies_casino,Casino,80,90,95,70,4,83.75
eligible_top300_v1,movies,movies_minority_report,Minority Report,70,85,95,40,4,72.5
eligible_top300_v1,movies,movies_500_days_of_summer,500 Days of Summer,50,85,90,20,4,61.25
eligible_top300_v1,movies,movies_the_hobbit_the_battle_of_the_five_armies,The Hobbit: The Battle of the Five Armies,70,85,95,40,4,72.5
eligible_top300_v1,movies,movies_kick_ass,Kick-Ass,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_i_robot,"I, Robot",70,90,95,85,4,85.0
eligible_top300_v1,movies,movies_the_bourne_identity,The Bourne Identity,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_fury,Fury,70,90,90,20,4,67.5
eligible_top300_v1,movies,movies_x2_x_men_united,X2: X-Men United,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_watchmen,Watchmen,70,85,95,85,4,83.75
eligible_top300_v1,movies,movies_venom,Venom,80,90,95,90,4,88.75
eligible_top300_v1,movies,movies_three_billboards_outside_ebbing_missouri,"Three Billboards Outside Ebbing, Missouri",75,90,95,70,4,82.5
eligible_top300_v1,movies,movies_pirates_of_the_caribbean_on_stranger_tides,Pirates of the Caribbean: On Stranger Tides,75,75,95,30,4,68.75
eligible_top300_v1,movies,movies_rise_of_the_planet_of_the_apes,Rise of the Planet of the Apes,85,85,95,75,4,85.0
eligible_top300_v1,movies,movies_monty_python_and_the_holy_grail,Monty Python and the Holy Grail,75,85,95,85,4,85.0
eligible_top300_v1,movies,movies_the_amazing_spider_man_2,The Amazing Spider-Man 2,80,85,95,90,4,87.5
eligible_top300_v1,movies,movies_the_perks_of_being_a_wallflower,The Perks of Being a Wallflower,50,75,10,20,4,38.75
eligible_top300_v1,movies,movies_mr_mrs_smith,Mr. & Mrs. Smith,70,90,95,40,4,73.75
eligible_top300_v1,movies,movies_oblivion,Oblivion,70,85,90,20,4,66.25
eligible_top300_v1,movies,movies_rain_man,Rain Man,70,85,95,30,4,70.0
eligible_top300_v1,movies,movies_kung_fu_panda,Kung Fu Panda,85,90,95,100,4,92.5
eligible_top300_v1,movies,movies_source_code,Source Code,70,85,10,30,4,48.75
eligible_top300_v1,movies,movies_lucy,Lucy,50,85,10,10,4,38.75
eligible_top300_v1,movies,movies_the_hangover_part_ii,The Hangover Part II,70,75,90,20,4,63.75
eligible_top300_v1,movies,movies_love_actually,Love Actually,50,85,95,20,4,62.5
eligible_top300_v1,movies,movies_the_matrix_revolutions,The Matrix Revolutions,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_x_men_the_last_stand,X-Men: The Last Stand,70,85,90,40,4,71.25
eligible_top300_v1,movies,movies_john_wick_chapter_2,John Wick: Chapter 2,70,85,10,30,4,48.75
eligible_top300_v1,movies,movies_charlie_and_the_chocolate_factory,Charlie and the Chocolate Factory,80,90,95,90,4,88.75
eligible_top300_v1,movies,movies_juno,Juno,70,85,10,10,4,43.75
eligible_top300_v1,movies,movies_american_sniper,American Sniper,75,90,95,70,4,82.5
eligible_top300_v1,movies,movies_the_incredible_hulk,The Incredible Hulk,85,90,95,95,4,91.25
eligible_top300_v1,movies,movies_x_men_origins_wolverine,X-Men Origins: Wolverine,70,85,95,75,4,81.25
eligible_top300_v1,movies,movies_indiana_jones_and_the_temple_of_doom,Indiana Jones and the Temple of Doom,75,85,95,85,4,85.0
eligible_top300_v1,movies,movies_rear_window,Rear Window,80,90,95,85,4,87.5
eligible_top300_v1,movies,movies_hot_fuzz,Hot Fuzz,50,85,90,40,4,66.25
eligible_top300_v1,movies,movies_ice_age,Ice Age,80,90,95,85,4,87.5
eligible_top300_v1,movies,movies_children_of_men,Children of Men,50,85,90,30,4,63.75
eligible_top300_v1,movies,movies_the_maze_runner,The Maze Runner,70,85,95,85,4,83.75
eligible_top300_v1,movies,movies_edward_scissorhands,Edward Scissorhands,75,90,95,100,4,90.0
eligible_top300_v1,movies,movies_the_devil_wears_prada,The Devil Wears Prada,70,90,95,85,4,85.0
eligible_top300_v1,movies,movies_mission_impossible_ghost_protocol,Mission: Impossible - Ghost Protocol,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_rush,Rush,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_little_miss_sunshine,Little Miss Sunshine,70,85,90,40,4,71.25
eligible_top300_v1,movies,movies_pacific_rim,Pacific Rim,80,90,95,85,4,87.5
eligible_top300_v1,movies,movies_shrek_2,Shrek 2,80,90,95,90,4,88.75
eligible_top300_v1,movies,movies_big_hero_6,Big Hero 6,80,90,95,90,4,88.75
eligible_top300_v1,movies,movies_top_gun,Top Gun,80,90,95,85,4,87.5
eligible_top300_v1,movies,movies_the_butterfly_effect,The Butterfly Effect,70,85,95,40,4,72.5
eligible_top300_v1,movies,movies_aquaman,Aquaman,85,90,95,90,4,90.0
eligible_top300_v1,movies,movies_it_s_a_wonderful_life,It's a Wonderful Life,70,90,95,30,4,71.25
eligible_top300_v1,movies,movies_28_days_later,28 Days Later,70,85,90,30,4,68.75
eligible_top300_v1,movies,movies_dr_strangelove_or_how_i_learned_to_stop_worrying_and_love_the_bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,50,85,95,30,4,65.0
eligible_top300_v1,movies,movies_tangled,Tangled,80,90,95,70,4,83.75
